airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Vistara,2019-05-27,Banglore,Delhi,21:00:00,23:50:00,170,0,no info,4668
Jet Airways,2019-03-21,Banglore,Delhi,05:50:00,12:20:00,390,1,in-flight meal not included,6163
Spicejet,2019-03-03,Kolkata,Banglore,22:20:00,00:40:00,140,0,no info,5515
Air India,2019-03-21,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,no info,3100
Indigo,2019-06-27,Delhi,Cochin,16:00:00,21:00:00,300,1,no info,6069
Air India,2019-05-27,Delhi,Cochin,10:00:00,19:15:00,555,1,no info,12029
Spicejet,2019-05-12,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,no info,2017
Air Asia,2019-06-01,Delhi,Cochin,07:55:00,22:25:00,870,1,no info,8759
Indigo,2019-03-18,Delhi,Cochin,14:30:00,17:35:00,185,0,no info,5406
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,10:05:00,1210,1,in-flight meal not included,11134
Indigo,2019-03-24,Banglore,Delhi,18:25:00,21:20:00,175,0,no info,7303
Jet Airways,2019-06-24,Delhi,Cochin,09:40:00,04:25:00,1125,2,in-flight meal not included,10368
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1,no info,11467
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,08:15:00,1545,1,in-flight meal not included,9663
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,20:50:00,860,2,in-flight meal not included,10118
Multiple Carriers,2019-06-27,Delhi,Cochin,10:35:00,19:15:00,520,1,no info,7155
Multiple Carriers,2019-06-24,Delhi,Cochin,10:20:00,19:15:00,535,1,in-flight meal not included,7268
Air India,2019-06-24,Banglore,Delhi,21:05:00,23:55:00,170,0,no info,6961
Air India,2019-03-21,Banglore,Delhi,08:15:00,18:30:00,615,1,no info,4943
Air India,2019-03-09,Banglore,Delhi,17:00:00,03:40:00,640,1,no info,8767
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,23:35:00,570,1,in-flight meal not included,10844
Indigo,2019-06-12,Delhi,Cochin,07:30:00,21:00:00,810,1,no info,6093
Jet Airways,2019-04-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,no info,8040
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,04:25:00,450,1,in-flight meal not included,10577
Air India,2019-05-09,Kolkata,Banglore,08:20:00,20:25:00,725,2,no info,11432
Indigo,2019-03-06,Kolkata,Banglore,21:25:00,00:05:00,160,0,no info,4778
Indigo,2019-06-03,Delhi,Cochin,11:25:00,01:30:00,845,1,no info,5883
Vistara,2019-06-09,Chennai,Kolkata,17:45:00,20:05:00,140,0,no info,11982
Jet Airways,2019-03-27,Delhi,Cochin,11:30:00,04:25:00,1015,1,in-flight meal not included,6017
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,10:05:00,845,1,in-flight meal not included,8586
Air Asia,2019-06-18,Kolkata,Banglore,09:45:00,12:15:00,150,0,no info,3807
Jet Airways,2019-06-12,Delhi,Cochin,09:00:00,19:00:00,600,1,in-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,Delhi,16:55:00,09:30:00,995,1,no info,17261
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,10:05:00,845,1,in-flight meal not included,8586
Spicejet,2019-05-03,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,no info,2227
Multiple Carriers,2019-05-21,Delhi,Cochin,19:00:00,01:30:00,390,1,no info,7485
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,19:50:00,345,1,in-flight meal not included,10844
Jet Airways,2019-05-09,Delhi,Cochin,15:00:00,12:35:00,1295,1,in-flight meal not included,12373
Indigo,2019-03-09,Delhi,Cochin,02:00:00,07:45:00,345,1,no info,7060
Jet Airways,2019-03-27,Delhi,Cochin,20:50:00,19:45:00,1375,1,no info,12032
Jet Airways,2019-03-09,Delhi,Cochin,13:45:00,04:25:00,880,2,no info,17019
Jet Airways,2019-03-21,Banglore,Delhi,05:45:00,23:00:00,1035,1,in-flight meal not included,7832
Multiple Carriers,2019-06-15,Delhi,Cochin,06:40:00,19:15:00,755,1,no info,8614
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,22:35:00,365,1,no info,14571
Indigo,2019-04-15,Banglore,Delhi,18:25:00,21:20:00,175,0,no info,4823
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,23:35:00,570,1,no info,13941
Air Asia,2019-03-24,Kolkata,Banglore,07:35:00,22:55:00,920,1,no info,6785
Indigo,2019-06-21,Kolkata,Banglore,11:30:00,14:05:00,155,0,no info,4804
Air India,2019-03-01,Banglore,Delhi,08:50:00,23:55:00,905,2,no info,17345
Jet Airways,2019-03-18,Banglore,Delhi,16:55:00,08:15:00,920,1,no info,13555
Air Asia,2019-05-18,Banglore,Delhi,23:55:00,02:45:00,170,0,no info,4483
Indigo,2019-03-15,Chennai,Kolkata,07:55:00,10:15:00,140,0,no info,6297
Multiple Carriers,2019-06-24,Delhi,Cochin,09:00:00,21:00:00,720,1,no info,13587
Jet Airways,2019-03-09,Delhi,Cochin,21:50:00,18:50:00,1260,1,in-flight meal not included,13843
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,08:15:00,665,1,no info,13584
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,09:20:00,800,1,no info,14781
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,19:00:00,845,1,no info,10678
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,21:05:00,690,1,no info,14151
Indigo,2019-03-24,Banglore,Delhi,23:30:00,02:20:00,170,0,no info,6860
Multiple Carriers,2019-06-01,Delhi,Cochin,07:10:00,22:30:00,920,1,no info,7038
Air India,2019-06-09,Delhi,Cochin,17:40:00,08:15:00,875,1,no info,7468
Vistara,2019-06-24,Banglore,Delhi,07:00:00,09:40:00,160,0,no info,4668
Air India,2019-04-27,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,5228
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,09:05:00,965,1,no info,8662
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,12:00:00,890,1,in-flight meal not included,9663
Goair,2019-04-27,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,6922
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,19:15:00,615,1,in-flight meal not included,10197
Air India,2019-06-09,Delhi,Cochin,10:55:00,19:15:00,500,2,no info,12383
Air India,2019-05-21,Delhi,Cochin,13:20:00,19:15:00,1795,2,no info,13276
Jet Airways,2019-03-21,Banglore,Delhi,08:00:00,15:15:00,435,1,in-flight meal not included,7832
Indigo,2019-05-21,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,no info,2754
Jet Airways,2019-06-09,Kolkata,Banglore,14:05:00,19:50:00,345,1,no info,14571
Indigo,2019-06-21,Banglore,Delhi,07:10:00,10:05:00,175,0,no info,4823
Vistara,2019-05-24,Banglore,Delhi,19:30:00,22:15:00,165,0,no info,5823
Jet Airways,2019-06-18,Banglore,Delhi,06:00:00,08:45:00,165,0,no info,8016
Jet Airways,2019-05-09,Delhi,Cochin,14:00:00,04:25:00,865,1,in-flight meal not included,12373
Jet Airways,2019-06-03,Delhi,Cochin,19:45:00,12:35:00,1010,1,in-flight meal not included,10262
Air India,2019-06-09,Chennai,Kolkata,11:40:00,13:55:00,135,0,no info,4667
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,19:00:00,1395,1,in-flight meal not included,12373
Indigo,2019-05-18,Delhi,Cochin,08:30:00,21:00:00,750,1,no info,7081
Air India,2019-05-24,Kolkata,Banglore,07:00:00,20:25:00,805,1,no info,10413
Air India,2019-06-06,Delhi,Cochin,10:55:00,07:40:00,1245,2,no info,11753
Air Asia,2019-05-18,Delhi,Cochin,07:55:00,22:25:00,870,1,no info,7452
Goair,2019-05-01,Banglore,Delhi,20:55:00,23:40:00,165,0,no info,3898
Jet Airways,2019-05-09,Delhi,Cochin,10:00:00,12:35:00,1595,1,in-flight meal not included,12373
Air India,2019-03-06,Delhi,Cochin,17:40:00,08:15:00,875,1,no info,11038
Jet Airways,2019-06-03,Delhi,Cochin,09:35:00,12:35:00,1620,2,no info,13292
Vistara,2019-03-01,Banglore,Delhi,19:40:00,22:20:00,160,0,no info,21730
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,04:25:00,1105,1,in-flight meal not included,12373
Jet Airways,2019-06-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,in-flight meal not included,4995
Vistara,2019-06-01,Banglore,Delhi,19:30:00,22:15:00,165,0,no info,4878
Multiple Carriers,2019-03-21,Delhi,Cochin,13:15:00,21:20:00,485,2,no info,6653
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,20:20:00,1640,1,no info,8610
Vistara,2019-04-15,Banglore,Delhi,19:30:00,22:15:00,165,0,no info,5613
Multiple Carriers,2019-06-01,Delhi,Cochin,08:45:00,19:15:00,630,1,no info,10261
Jet Airways,2019-06-06,Delhi,Cochin,21:50:00,04:25:00,395,1,in-flight meal not included,10262
Jet Airways,2019-03-09,Delhi,Cochin,20:50:00,18:50:00,1320,1,no info,16289
Multiple Carriers,2019-05-18,Delhi,Cochin,08:00:00,21:00:00,780,1,no info,13727
Indigo,2019-03-27,Delhi,Cochin,15:00:00,01:35:00,635,1,no info,8075
Jet Airways,2019-05-27,Delhi,Cochin,20:55:00,04:25:00,450,1,in-flight meal not included,12898
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,10:45:00,1065,1,no info,8662
Indigo,2019-06-15,Chennai,Kolkata,05:15:00,07:40:00,145,0,no info,3540
Jet Airways,2019-03-27,Delhi,Cochin,17:35:00,04:25:00,650,2,in-flight meal not included,9412
Air India,2019-03-03,Delhi,Cochin,19:45:00,19:15:00,1410,2,no info,12856
Vistara,2019-06-03,Banglore,Delhi,19:30:00,22:15:00,165,0,no info,4878
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,12:35:00,1025,2,no info,13014
Spicejet,2019-03-09,Banglore,Delhi,20:30:00,23:20:00,170,0,no info,6205
Air India,2019-04-12,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4460
Jet Airways,2019-06-24,Delhi,Cochin,11:30:00,19:00:00,450,1,no info,14714
Air India,2019-03-18,Banglore,Delhi,08:50:00,16:30:00,1900,2,no info,10835
Air India,2019-05-27,Delhi,Cochin,09:45:00,23:00:00,795,1,no info,8907
Jet Airways,2019-05-12,Banglore,Delhi,07:10:00,10:10:00,180,0,no info,7229
Indigo,2019-05-09,Banglore,Delhi,23:30:00,02:20:00,170,0,no info,3943
Jet Airways,2019-04-27,Banglore,Delhi,07:10:00,10:10:00,180,0,no info,7229
Jet Airways,2019-03-06,Mumbai,Hyderabad,17:50:00,16:50:00,1380,2,no info,20845
Multiple Carriers,2019-05-21,Delhi,Cochin,08:30:00,19:00:00,630,1,no info,9627
Multiple Carriers,2019-05-15,Delhi,Cochin,08:00:00,19:00:00,660,1,no info,10197
Jet Airways,2019-03-09,Mumbai,Hyderabad,19:40:00,21:10:00,90,0,in-flight meal not included,4050
Spicejet,2019-03-24,Banglore,Delhi,09:35:00,12:30:00,175,0,no check-in baggage included,6205
Indigo,2019-04-27,Kolkata,Banglore,11:30:00,14:05:00,155,0,no info,4804
Multiple Carriers,2019-05-09,Delhi,Cochin,08:00:00,19:00:00,660,1,no info,10197
Multiple Carriers,2019-05-18,Delhi,Cochin,11:25:00,19:15:00,470,1,no info,7997
Spicejet,2019-03-09,Delhi,Cochin,06:10:00,11:20:00,310,1,no info,8382
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,19:40:00,1350,1,in-flight meal not included,10031
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,22:40:00,930,1,no info,7927
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,09:15:00,1160,1,in-flight meal not included,11134
Multiple Carriers,2019-05-18,Delhi,Cochin,10:00:00,01:30:00,930,1,no info,8073
Jet Airways,2019-06-09,Delhi,Cochin,14:05:00,12:35:00,1350,2,no info,13882
Indigo,2019-06-15,Delhi,Cochin,15:10:00,20:00:00,290,1,no info,6147
Air India,2019-03-21,Delhi,Cochin,17:15:00,19:15:00,1560,2,no info,8245
Air India,2019-05-06,Kolkata,Banglore,07:00:00,01:20:00,1100,2,no info,14083
Indigo,2019-06-01,Banglore,Delhi,22:10:00,01:00:00,170,0,no info,3419
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,19:45:00,1285,1,no info,17024
Air India,2019-06-27,Delhi,Cochin,13:30:00,23:00:00,570,1,no info,8907
Jet Airways,2019-03-18,Banglore,Delhi,08:55:00,19:10:00,615,1,no info,13555
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,09:20:00,730,1,no info,14781
Indigo,2019-03-12,Chennai,Kolkata,13:20:00,15:35:00,135,0,no info,6297
Multiple Carriers,2019-05-21,Delhi,Cochin,08:45:00,19:15:00,630,1,no info,8266
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420,2,no info,10929
Multiple Carriers,2019-03-06,Delhi,Cochin,15:15:00,01:35:00,620,1,no info,15147
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485,2,in-flight meal not included,8367
Spicejet,2019-06-12,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no info,2017
Spicejet,2019-03-06,Kolkata,Banglore,09:00:00,11:30:00,150,0,no info,4096
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,10:05:00,845,1,no info,13941
Jet Airways,2019-06-03,Delhi,Cochin,19:45:00,19:00:00,1395,1,in-flight meal not included,10262
Jet Airways,2019-05-03,Banglore,Delhi,08:20:00,11:20:00,180,0,in-flight meal not included,5198
Spicejet,2019-04-12,Kolkata,Banglore,22:20:00,00:40:00,140,0,no info,3873
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,04:40:00,875,1,in-flight meal not included,8586
Indigo,2019-05-12,Banglore,Delhi,01:30:00,04:15:00,165,0,no info,3943
Indigo,2019-05-18,Chennai,Kolkata,07:55:00,10:15:00,140,0,no info,3850
Air Asia,2019-05-03,Banglore,Delhi,11:10:00,13:55:00,165,0,no info,4483
Goair,2019-03-03,Delhi,Cochin,07:30:00,13:20:00,350,1,no info,6112
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1270,1,no info,16079
Multiple Carriers,2019-06-06,Delhi,Cochin,10:00:00,01:30:00,930,1,no info,13377
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,10:05:00,775,1,in-flight meal not included,9663
Multiple Carriers,2019-03-06,Delhi,Cochin,07:05:00,22:20:00,915,1,no info,6916
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,22:40:00,1580,1,no info,8452
Air India,2019-06-27,Delhi,Cochin,08:00:00,19:15:00,675,1,no info,8372
Multiple Carriers,2019-06-12,Delhi,Cochin,08:45:00,19:15:00,630,1,no info,8266
Indigo,2019-06-01,Kolkata,Banglore,22:15:00,00:50:00,155,0,no info,4804
Jet Airways,2019-03-06,Banglore,Delhi,08:00:00,19:10:00,670,1,no info,16736
Jet Airways,2019-03-24,Banglore,Delhi,19:55:00,22:35:00,160,0,no info,8016
Indigo,2019-03-01,Kolkata,Banglore,17:15:00,19:55:00,160,0,no info,6565
Indigo,2019-06-12,Banglore,Delhi,13:00:00,15:50:00,170,0,no info,3943
Indigo,2019-05-21,Kolkata,Banglore,16:35:00,22:15:00,340,1,no info,5268
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,19:00:00,715,1,in-flight meal not included,12239
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,19:50:00,1640,1,in-flight meal not included,10844
Indigo,2019-03-24,Kolkata,Banglore,10:10:00,12:55:00,165,0,no info,6565
Multiple Carriers,2019-06-15,Delhi,Cochin,10:00:00,19:00:00,540,1,no info,13504
Jet Airways,2019-03-06,Banglore,Delhi,08:55:00,21:20:00,745,1,no info,16736
Air India,2019-03-21,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,5170
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,15:15:00,1995,2,no info,14219
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,22:05:00,1745,1,no info,13067
Indigo,2019-05-27,Delhi,Cochin,16:00:00,21:00:00,300,1,no info,5054
Vistara,2019-05-18,Banglore,Delhi,19:30:00,22:15:00,165,0,no info,4878
Spicejet,2019-06-03,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no check-in baggage included,1965
Air India,2019-05-21,Delhi,Cochin,17:15:00,19:15:00,1560,2,no info,11989
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,23:35:00,395,1,no info,14151
Air India,2019-03-24,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,4441
Jet Airways,2019-05-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,in-flight meal not included,4995
Multiple Carriers,2019-06-15,Delhi,Cochin,13:15:00,22:30:00,555,1,no info,8018
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,15:45:00,470,1,no info,6451
Multiple Carriers,2019-06-27,Delhi,Cochin,08:00:00,19:00:00,660,1,no info,12192
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,22:15:00,330,1,no info,13774
Spicejet,2019-05-18,Chennai,Kolkata,08:20:00,10:35:00,135,0,no info,3597
Multiple Carriers,2019-03-27,Delhi,Cochin,11:30:00,19:15:00,465,1,no info,6732
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,04:25:00,550,1,in-flight meal not included,10262
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,12:35:00,1145,1,in-flight meal not included,12898
Indigo,2019-06-06,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4804
Multiple Carriers,2019-06-01,Delhi,Cochin,11:40:00,21:00:00,560,1,no info,7740
Indigo,2019-04-03,Banglore,Delhi,20:00:00,22:50:00,170,0,no info,4823
Jet Airways,2019-03-01,Banglore,Delhi,09:45:00,14:25:00,280,1,business class,57209
Jet Airways,2019-04-09,Banglore,Delhi,19:50:00,22:50:00,180,0,in-flight meal not included,4544
Air India,2019-03-24,Banglore,Delhi,17:00:00,19:45:00,165,0,no info,7486
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,04:25:00,520,1,no info,15554
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,21:00:00,570,1,in-flight meal not included,6943
Air India,2019-06-09,Delhi,Cochin,12:55:00,19:15:00,1820,2,no info,12436
Jet Airways,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,2,in-flight meal not included,15812
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,19:25:00,2245,2,no info,13904
Indigo,2019-06-21,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,5755
Vistara,2019-03-21,Banglore,Delhi,07:00:00,09:40:00,160,0,no info,5403
Multiple Carriers,2019-03-03,Delhi,Cochin,13:05:00,22:20:00,555,1,no info,14153
Air India,2019-06-09,Delhi,Cochin,17:15:00,19:15:00,1560,2,no info,12199
Jet Airways,2019-04-01,Delhi,Cochin,18:15:00,12:35:00,1100,1,in-flight meal not included,5406
Spicejet,2019-04-03,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,no info,2017
Vistara,2019-04-21,Banglore,Delhi,09:45:00,12:35:00,170,0,no info,5403
Air Asia,2019-05-18,Delhi,Cochin,20:45:00,07:10:00,625,1,no info,7452
Indigo,2019-06-12,Banglore,Delhi,08:30:00,11:20:00,170,0,no info,4823
Spicejet,2019-03-06,Chennai,Kolkata,09:30:00,12:05:00,155,0,no info,7298
Jet Airways,2019-06-24,Delhi,Cochin,08:00:00,19:00:00,660,1,1 long layover,18581
Spicejet,2019-04-01,Banglore,Delhi,09:30:00,12:20:00,170,0,no check-in baggage included,3919
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,10:05:00,910,1,in-flight meal not included,8586
Multiple Carriers,2019-05-27,Delhi,Cochin,06:00:00,21:00:00,900,1,no info,8475
Jet Airways,2019-06-03,Delhi,Cochin,13:00:00,12:35:00,1415,1,in-flight meal not included,10262
Air India,2019-03-15,Delhi,Cochin,18:05:00,21:10:00,185,0,no info,4939
Jet Airways,2019-03-06,Mumbai,Hyderabad,14:20:00,16:50:00,1590,2,no info,24115
Jet Airways,2019-06-27,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,in-flight meal not included,4995
Multiple Carriers,2019-05-09,Delhi,Cochin,07:10:00,16:10:00,540,1,no info,6513
Air India,2019-06-06,Delhi,Cochin,09:45:00,09:25:00,1420,1,no info,7952
Air Asia,2019-04-24,Kolkata,Banglore,19:55:00,22:25:00,150,0,no info,4107
Multiple Carriers,2019-06-15,Delhi,Cochin,11:30:00,21:00:00,570,1,no info,13587
Goair,2019-03-09,Banglore,Delhi,11:40:00,14:35:00,175,0,no info,7305
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,04:25:00,1375,2,in-flight meal not included,10368
Indigo,2019-05-06,Delhi,Cochin,07:30:00,21:00:00,810,1,no info,7191
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,19:10:00,575,1,in-flight meal not included,13994
Jet Airways,2019-05-01,Banglore,Delhi,08:20:00,11:20:00,180,0,in-flight meal not included,5198
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,23:35:00,910,1,in-flight meal not included,7064
Indigo,2019-03-24,Banglore,Delhi,13:00:00,15:50:00,170,0,no info,5694
Indigo,2019-03-03,Delhi,Cochin,08:35:00,16:10:00,455,1,no info,7663
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,14:25:00,1730,1,no info,12692
Indigo,2019-04-03,Kolkata,Banglore,06:15:00,10:30:00,255,1,no info,4226
Air India,2019-03-06,Banglore,Delhi,11:50:00,08:55:00,1265,1,no info,14594
Indigo,2019-06-27,Chennai,Kolkata,19:35:00,21:55:00,140,0,no info,3597
Air India,2019-05-01,Delhi,Cochin,20:40:00,09:25:00,765,1,no info,7480
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,04:25:00,805,1,no info,14714
Air India,2019-04-18,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,5228
Indigo,2019-04-15,Banglore,Delhi,16:55:00,19:55:00,180,0,no info,4823
Indigo,2019-06-01,Kolkata,Banglore,17:15:00,19:50:00,155,0,no info,5224
Jet Airways,2019-06-24,Delhi,Cochin,20:55:00,12:35:00,940,1,in-flight meal not included,10262
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,20:45:00,1485,1,in-flight meal not included,10844
Air India,2019-06-03,Delhi,Cochin,03:50:00,19:15:00,925,1,no info,8669
Indigo,2019-04-21,Banglore,Delhi,20:00:00,22:50:00,170,0,no info,4823
Indigo,2019-05-12,Delhi,Cochin,21:05:00,00:20:00,195,0,no info,8626
Jet Airways,2019-06-09,Banglore,Delhi,15:15:00,18:10:00,175,0,no info,8016
Air India,2019-03-27,Delhi,Cochin,06:10:00,08:15:00,1565,1,no info,6681
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,19:50:00,800,1,no info,14781
Jet Airways,2019-03-18,Banglore,Delhi,11:40:00,19:10:00,450,1,no info,14815
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,23:25:00,1625,1,no info,9345
Multiple Carriers,2019-03-09,Delhi,Cochin,06:40:00,19:45:00,785,1,no info,12615
Air India,2019-05-15,Delhi,Cochin,19:45:00,19:15:00,1410,2,no info,11491
Goair,2019-05-24,Kolkata,Banglore,23:30:00,07:45:00,495,1,no info,7335
Indigo,2019-06-15,Chennai,Kolkata,14:45:00,17:05:00,140,0,no info,3597
Spicejet,2019-03-15,Banglore,Delhi,09:35:00,12:30:00,175,0,no info,6309
Goair,2019-05-27,Banglore,Delhi,20:55:00,23:40:00,165,0,no info,3419
Indigo,2019-06-21,Chennai,Kolkata,13:15:00,15:35:00,140,0,no info,3597
Jet Airways,2019-06-06,Banglore,Delhi,07:10:00,10:10:00,180,0,in-flight meal not included,6478
Vistara,2019-06-01,Banglore,Delhi,17:00:00,19:35:00,155,0,no info,4878
Indigo,2019-04-15,Delhi,Cochin,08:35:00,16:10:00,455,1,no info,6442
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,04:25:00,655,1,in-flight meal not included,10262
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,04:40:00,1215,1,in-flight meal not included,6224
Indigo,2019-05-21,Delhi,Cochin,07:35:00,12:10:00,275,1,no info,5054
Jet Airways,2019-06-12,Delhi,Cochin,18:15:00,19:00:00,1485,1,in-flight meal not included,10262
Air India,2019-05-18,Kolkata,Banglore,16:45:00,12:30:00,1185,2,no info,15170
Jet Airways,2019-03-06,Banglore,Delhi,21:25:00,19:10:00,1305,1,no info,17471
Indigo,2019-06-21,Chennai,Kolkata,22:05:00,00:25:00,140,0,no info,5277
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,16:20:00,475,1,in-flight meal not included,10844
Air India,2019-06-21,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,no info,3100
Air India,2019-05-24,Kolkata,Banglore,14:35:00,14:35:00,1440,1,no info,6528
Multiple Carriers,2019-05-09,Delhi,Cochin,13:00:00,21:00:00,480,1,no info,8073
Jet Airways,2019-03-27,Delhi,Cochin,15:05:00,04:25:00,800,1,no info,12242
Multiple Carriers,2019-05-27,Delhi,Cochin,18:15:00,01:30:00,435,1,in-flight meal not included,7308
Air India,2019-05-24,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,no info,3100
Air India,2019-06-12,Delhi,Cochin,12:20:00,19:15:00,1855,2,no info,12488
Air India,2019-03-06,Delhi,Cochin,05:00:00,19:15:00,2295,2,no info,10283
Air India,2019-03-21,Delhi,Cochin,06:10:00,23:00:00,1010,1,no info,5704
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,800,1,in-flight meal not included,10844
